id,date_found,score,source_type,company,role,location,remote,sponsorship,stack_match,board,url,salary_range,recruiter_name,recruiter_email,hiring_manager,hiring_manager_email,contact_email,status,notes
JOB-2026-08-08-201234-006,2026-08-08T20:12:42+00:00,4,main,"Stack .NET Developer (C#, Angular & SQL Server)",Senior Full,remote,unknown,unknown,sql server,linkedin,https://www.linkedin.com/jobs/view/senior-full-stack-net-developer-c%23-angular-sql-server-at-delta-computer-consulting-4450795217,N/A,,,,,,new,"Benefits: Health, Vision, Dental, Life Insurance, 401k, Sponsorship is AVAILABLE for this role !!️ ・ expertise across ASP.NET, C#, Angular, SQL ・ using C#,"
JOB-2026-08-08-201234-007,2026-08-08T20:12:43+00:00,3,main,The Coca-Cola Company - LinkedIn,Integration Developer Azure,remote,unknown,unknown,azure,linkedin,https://www.linkedin.com/jobs/view/integration-developer-azure-at-the-coca-cola-company-4450397132,N/A,,,,,,new,"The Coca-Cola Company will not offer sponsorship for employment status (including, but not limited to, H1-B visa status and other employment-based nonimmigrant"
JOB-2026-08-08-201234-008,2026-08-08T20:12:43+00:00,4,main,State,"State of Oregon hiring Information Systems Specialist 8 in Salem, OR",remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/information-systems-specialist-8-at-state-of-oregon-4450795508,N/A,,,,,,new,This position will have the potential of up to 2 days per week of remote work upon successful completion of trial service. .NET/C# software development and
JOB-2026-08-08-201234-009,2026-08-08T20:12:44+00:00,4,main,Caylent - LinkedIn,Senior Cloud Software Engineer,remote,yes,unknown,,linkedin,https://br.linkedin.com/jobs/view/senior-cloud-software-engineer-at-caylent-4439916815,N/A,,,,,,new,We are a fully remote global company. We are seeking an exceptional Senior Software Engineer with a strong .NET focus to join our growing Cloud Native
JOB-2026-08-08-201234-010,2026-08-08T20:12:45+00:00,3,main,"Atlanta, GA - LinkedIn",Intermediate Software Engineer Full Stack,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/intermediate-software-engineer-full-stack-at-airbus-4450797817,N/A,,,,,,new,We're looking for an enthusiastic Intermediate Full Stack Software Engineer. Develop and maintain .NET (C#) applications and modern UI components. 4+ years of
JOB-2026-08-08-201234-011,2026-08-08T20:12:45+00:00,3,main,Airbus,"Senior Software Engineer, Intelligent Automation & AI Orchestration",remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/senior-software-engineer-intelligent-automation-ai-orchestration-at-airbus-4450793870,N/A,,,,,,new,"8+ years of software development experience, (.NET / C#) environments. Hands-on experience with ASP.NET Web API, $80,000 - $180,000 6 hours ago Senior AI"
JOB-2026-08-08-201234-012,2026-08-08T20:12:46+00:00,4,main,LinkedIn,Senior Manager Azure .NET Engineering,remote,unknown,unknown,azure,linkedin,https://www.linkedin.com/jobs/view/senior-manager-azure-net-engineering-at-request-technology-llc-4445422009,N/A,,,,,,new,"Prestigious Global Firm is currently seeking a Senior Manager of Software Engineering with strong Azure, .NET, and DevOps experience. Candidate will be a strong"
JOB-2026-08-08-201234-013,2026-08-08T20:12:50+00:00,4,main,Stefanini LATAM - LinkedIn,Fullstack .NET + React,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/fullstack-net-%2B-react-at-stefanini-latam-4450360853,N/A,,,,,,new,Get notified about new Fullstack .NET + React jobs in Latin America. Full Stack .NET Developer - Remote Work. Node.js e React.
JOB-2026-08-08-201234-014,2026-08-08T20:12:52+00:00,5,main,LinkedIn,Da Vinci Software hiring .Net Full Stack Developer in ...,remote,yes,unknown,.net core,linkedin,https://www.linkedin.com/jobs/view/net-full-stack-developer-at-da-vinci-software-4449259024,N/A,,,,,,new,Position Requirements: 6+ years with Angular and React Front-end 2+ years of working knowledge with .NET Core. Remote/Telework Contract (Remote) Software
JOB-2026-08-08-201234-015,2026-08-08T20:12:52+00:00,4,main,LinkedIn,MARS Telecom Systems Pvt. Ltd.,remote,unknown,unknown,azure,linkedin,https://in.linkedin.com/jobs/view/mars-telecom-systems-senior-full-stack-engineer-net-react-js-at-mars-telecom-systems-pvt-ltd-4450508641,N/A,,,,,,new,"We are seeking a Senior Full Stack Engineer (.NET, React, Azure) who can take complete ownership of technical solutions and work independently with minimal"
JOB-2026-08-08-201234-016,2026-08-08T20:12:53+00:00,3,main,Stack Engineer - Frontend Focussed (Remote) - LinkedIn,Senior Full,remote,yes,unknown,,linkedin,https://lk.linkedin.com/jobs/view/senior-full-stack-engineer-frontend-focussed-remote-at-hire-feed-4451074165,N/A,,,,,,new,Role: Senior Full-Stack Engineer - Frontend Focussed (Remote); Location: Remote (Work from Anywhere); Job Type: Contract; Payout: $20 - $55/hour.
JOB-2026-08-08-201234-017,2026-08-08T20:12:59+00:00,4,main,Allied Global Technology Services - LinkedIn,Back End Developer,remote,yes,unknown,.net core,linkedin,https://co.linkedin.com/jobs/view/back-end-developer-at-allied-global-technology-services-4450764786,N/A,,,,,,new,"Senior Backend Engineer (.NET Core | FinTech Investments) Location: Colombia (Remote) develop, and maintain scalable backend services using .NET Core and C#. 8"
JOB-2026-08-08-201234-018,2026-08-08T20:13:00+00:00,3,main,LinkedIn,"INFONET hiring C# Developer in New Delhi, Delhi, India",remote,unknown,unknown,,linkedin,https://in.linkedin.com/jobs/view/c%23-developer-at-infonet-4450579332,N/A,,,,,,new,"We are looking for a C# Developer to build and maintain scalable backend services and APIs. Background in Fintech, SaaS, or Enterprise applications. Backend"
JOB-2026-08-08-201234-019,2026-08-08T20:13:01+00:00,3,main,Scale Army Careers - LinkedIn,Software Engineer,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/software-engineer-at-scale-army-careers-4450386813,N/A,,,,,,new,"Location Fully Remote | 9:00 AM - 5:00 PM. Experience 3–6 years of software engineering experience. FinTech (Remote) Software Engineer … $12,000 - $24,000 2"
JOB-2026-08-08-201234-020,2026-08-08T20:13:04+00:00,4,main,GBM - LinkedIn,Desarrollador/a Full Stack (.NET Backend),remote,yes,unknown,clean architecture,linkedin,https://cr.linkedin.com/jobs/view/desarrollador-a-full-stack-net-backend-at-gbm-4450525418,N/A,,,,,,new,"Valoraremos Conocimientos de Clean Architecture, SOLID y patrones de diseño. Modalidad Trabajo remoto. Remote: Colombia - Costa Rica, Fulltime."
JOB-2026-08-08-201234-021,2026-08-08T20:13:04+00:00,4,main,stack Developer - Auctech Solutions - LinkedIn,Full,remote,yes,unknown,clean architecture,linkedin,https://in.linkedin.com/jobs/view/full-stack-developer-at-auctech-solutions-4450907432,N/A,,,,,,new,"The team values clean architecture, maintainable code, and modern development practices. Full Stack Developer - React + Node - Remote Work. Area ₹400,000 - ₹"
JOB-2026-08-08-201234-022,2026-08-08T20:13:05+00:00,3,main,LinkedIn,Senior Software Engineer (Open to Remote),remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/senior-software-engineer-open-to-remote-at-keysight-technologies-4380832341,N/A,,,,,,new,"Remote-eligible role with preferred locations in Tucson, AZ; Rochester, NY; or Pasadena, CA. Responsibilities We are looking for Senior Software Engineer with"
JOB-2026-08-08-201234-023,2026-08-08T20:13:07+00:00,4,main,"CaseWorthy, Inc. - LinkedIn",Software Engineer I,remote,unknown,unknown,azure,linkedin,https://www.linkedin.com/jobs/view/software-engineer-i-at-caseworthy-inc-4451068078,N/A,,,,,,new,"Build full-stack features on our go-forward platform: React on the front end, .NET and Node.js services, in a cloud-native microservice architecture on Azure."
JOB-2026-08-08-201234-024,2026-08-08T20:13:07+00:00,4,main,LinkedIn,"Vector Solutions hiring Sr. Software Engineer in Tampa, FL",remote,unknown,unknown,"asp.net core, .net core",linkedin,https://www.linkedin.com/jobs/view/sr-software-engineer-at-vector-solutions-4450520706,N/A,,,,,,new,"Experience with caching layers and background job processing at scale. Hands-on experience with C#/.NET (.NET 8+, ASP.NET Core) is preferred but not required,"
JOB-2026-08-08-201234-025,2026-08-08T20:13:24+00:00,3,main,"Job in Riyadh, Saudi Arabia",Senior Expert Software Engineer,gulf,unknown,unknown,,gulftalent,https://www.gulftalent.com/saudi-arabia/jobs/senior-expert-software-engineer-618615,N/A,,,,,,new,"Bachelor's degree in computer science, software engineering, information technology, or a related discipline. Extensive software-engineering experience"
JOB-2026-08-08-201234-026,2026-08-08T20:13:38+00:00,3,main,Mattermost,Job Application for Senior Full Stack Engineer,remote,unknown,unknown,,google,https://job-boards.greenhouse.io/mattermost/jobs/5379251008,N/A,,,,,,new,"Mattermost Logo

# Senior Full Stack Engineer

We are seeking a Senior Full Stack Engineer to help build and scale Mattermost's core web platform for teams operating in defense and critical infrastruc..."
JOB-2026-08-20-172141-001,2026-08-20T17:21:45+00:00,4,main,Jobgether,Senior .Net Backend Developer (digital banking),remote,yes,unknown,,linkedin,https://ca.linkedin.com/jobs/view/senior-net-backend-developer-digital-banking-at-jobgether-4455473915,N/A,,,,,,new,"This is a 100% remote, full-time position for candidates based in Canada, offering competitive compensation and comprehensive benefits."
JOB-2026-08-20-172141-002,2026-08-20T17:21:45+00:00,4,main,Anblicks,"Anblicks hiring Sr.Net Developer in Dallas, TX",remote,yes,unknown,"asp.net core, .net core",linkedin,https://www.linkedin.com/jobs/view/sr-net-developer-at-anblicks-4453494860,N/A,,,,,,new,"You will be responsible for end-to-end API development and integration, ASP.NET Core/.NET Framework. Backend .NET Developer. Remote Sr."
JOB-2026-08-20-172141-003,2026-08-20T17:21:46+00:00,4,main,Improvix Technologies,Net Developer,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/net-developer-at-improvix-technologies-4456384990,N/A,,,,,,new,"Base pay range $110,000.00/yr - $175,000.00/yr NET Developer (Mid-Level) Location: Back-End Software Developer .NET Developer - REMOTE .NET"
JOB-2026-08-20-172141-004,2026-08-20T17:21:47+00:00,4,main,Stability,Senior Full Stack .NET Developer,remote,unknown,unknown,"sql server, rest api",linkedin,https://www.linkedin.com/jobs/view/senior-full-stack-net-developer-at-stability-technology-4453489615,N/A,,,,,,new,"This individual will work across both backend and frontend technologies, with a strong emphasis on .NET development, REST APIs, SQL Server, and modern"
JOB-2026-08-20-172141-005,2026-08-20T17:21:48+00:00,3,main,Soho Square Solutions,Dotnet Developer,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/dotnet-developer-at-soho-square-solutions-4453473903,N/A,,,,,,new,Seeking a hands-on .NET Developer with production experience developing and supporting applications within a retail banking environment.
JOB-2026-08-20-172141-006,2026-08-20T17:21:50+00:00,4,main,Bright,Senior .NET Solutions Developer,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/senior-net-solutions-developer-at-bright-vision-technologies-4456365773,N/A,,,,,,new,"Location: 100% Remote (U.S.) ... Sponsorship: U.S. Citizens, Green Card Holders, EAD Holders, and H-1B transfer candidates are encouraged to apply. We are unable"
JOB-2026-08-20-172141-007,2026-08-20T17:21:51+00:00,4,main,Tax Transformation,"Sr. Manager, Enterprise Architect",remote,unknown,unknown,"asp.net core, .net core",linkedin,https://www.linkedin.com/jobs/view/sr-manager-enterprise-architect-tax-transformation-at-deloitte-4456416631,N/A,,,,,,new,"Demonstrated hands-on experience on .NET Core, ASP.NET Core Web API, SQL, Limited immigration on sponsorship may be available One of the following active"
JOB-2026-08-20-172141-008,2026-08-20T17:21:52+00:00,4,main,%D9%85%D8%B1%D9%83%D8%B2,Coordinator of Volunteers,remote,unknown,unknown,"asp.net core, .net core",linkedin,https://in.linkedin.com/jobs/view/coordinator-of-volunteers-at-%D9%85%D8%B1%D9%83%D8%B2-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%85%D9%8A%D9%86-%D9%84%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%8A%D9%85-4453869289,N/A,,,,,,new,"Full Stack Developer | ASP.NET Core Web… · Ability to manage Volunteer Management activities, including recruitment, onboarding, scheduling, and retention."
JOB-2026-08-20-172141-009,2026-08-20T17:21:53+00:00,4,main,Hybrid ...,The Hartford hiring Staff Data Reliability Engineer,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/staff-data-reliability-engineer-hybrid-at-the-hartford-4453804352,N/A,,,,,,new,Candidates must be authorized to work in the US without company sponsorship. applications using ASP.NET. Remote or Hybrid in MN or DC
JOB-2026-08-20-172141-010,2026-08-20T17:21:53+00:00,4,main,Cognizant,"Cognizant hiring Sr. Facets .Net developer in Richardson, TX",remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/sr-facets-net-developer-at-cognizant-4455460443,N/A,,,,,,new,"We strive to provide flexibility wherever possible. Based on this role's business requirements, this is a remote position open to qualified applicants in The"
JOB-2026-08-20-172141-011,2026-08-20T17:21:57+00:00,4,main,Learner Mobile,Full Stack Engineer,remote,yes,unknown,,linkedin,https://in.linkedin.com/jobs/view/full-stack-engineer-at-learner-mobile-4455655934,N/A,,,,,,new,"Position:Lead Full Stack Engineer (C#, React, Python). Location: Remote (Delhi, Gurgaon or Bengaluru). About Us. Learner Mobile is a next generation"
JOB-2026-08-20-172141-012,2026-08-20T17:21:58+00:00,4,main,Randstad Digital,Full Stack Engineer,remote,unknown,unknown,,linkedin,https://ca.linkedin.com/jobs/view/full-stack-engineer-at-randstad-digital-4455682430,N/A,,,,,,new,"Job Title: Full Stack .NET Developer. Job Type: Contract (12 Months initial contract). Location: Toronto, ON (Hybrid, 4d/w onsite)."
JOB-2026-08-20-172141-013,2026-08-20T17:21:59+00:00,4,main,Angular (addison/plano),Full Stack .Net Developer,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/full-stack-net-developer-angular-addison-plano-at-matlen-silver-4453489204,N/A,,,,,,new,Job Title: Full Stack .NET Developer. Duration: 12-18 month contract. Location: Addison or Plano TX; Must be local. Required Pay Scale: $65/hour W2.
JOB-2026-08-20-172141-014,2026-08-20T17:22:00+00:00,4,main,Object,Object Data Inc hiring Sr .Net Full Stack Engineer ...,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/sr-net-full-stack-engineer-at-object-data-inc-4455445396,N/A,,,,,,new,Senior Full Stack Engineer (.NET). Location: NYC (onsite). Interview Type: IN-PERSON. Job Type: Contract (Multi-Year). Experience: 8+ Years - HANDS-ON.
JOB-2026-08-20-172141-015,2026-08-20T17:22:09+00:00,4,main,Intellibus,Lead Software Engineer – C#/.NET,remote,yes,unknown,,linkedin,https://ca.linkedin.com/jobs/view/lead-software-engineer-%E2%80%93-c%23-net-at-intellibus-4455434690,N/A,,,,,,new,FinTech Firms. 10+ years of hands-on experience with C# and .NET. Senior Backend Engineer (TypeScript/Python/C#) - Remote Senior Backend Engineer (TypeScript/
JOB-2026-08-20-172141-016,2026-08-20T17:22:09+00:00,3,main,Ciklum India,Senior .NET Engineer,remote,unknown,unknown,,linkedin,https://in.linkedin.com/jobs/view/senior-net-engineer-at-ciklum-india-4456743376,N/A,,,,,,new,"Experience working with high-volume, transactional systems; payments/fintech experience preferred. Lead Backend Developer (.NET) 2,000,000 - ₹3,500,000 1 day"
JOB-2026-08-20-172141-017,2026-08-20T17:22:10+00:00,4,main,"Owings Mills, MD)",Sr .Net Software Engineer (Hybrid,remote,yes,unknown,,linkedin,https://www.linkedin.com/jobs/view/sr-net-software-engineer-hybrid-owings-mills-md-at-t-rowe-price-4453481319,N/A,,,,,,new,"Strong experience with .NET. Developer (Remote) Senior Full Stack Developer (Remote) FEI Systems Columbia, MD … $55 - $60 22 hours ago"
JOB-2026-08-20-172141-018,2026-08-20T17:22:10+00:00,3,main,AutoPayPlus,Senior Software Engineer – Mobile & .NET,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-mobile-net-at-autopayplus-4452008256,N/A,,,,,,new,Develop and support backend services and APIs using C# and .NET.
JOB-2026-08-20-172141-019,2026-08-20T17:22:11+00:00,4,main,end (LatAm) - Homeward,"Senior Software Engineer, Back",remote,unknown,unknown,rest api,linkedin,https://pe.linkedin.com/jobs/view/senior-software-engineer-back-end-latam-at-homeward-4456362166,N/A,,,,,,new,"Skilled with common back-end technologies and patterns such as ReST API development, asynchronous task management, and databases / data management best"
JOB-2026-08-20-172141-020,2026-08-20T17:22:15+00:00,4,main,C#/.NET (Remote) in ...,Quik Hire Staffing hiring Backend Developer,remote,yes,unknown,,linkedin,https://ca.linkedin.com/jobs/view/backend-developer-c%23-net-remote-at-quik-hire-staffing-4456723598,N/A,,,,,,new,"4 hours ago ... Write clean, maintainable, and well-documented code following best practices. Required Skills & Qualifications: • Proficiency in C# and .NET framework"
JOB-2026-08-20-172141-021,2026-08-20T17:22:16+00:00,3,main,"PETADATA — Albany, NY",Senior .NET Developer,remote,unknown,unknown,,linkedin,https://www.linkedin.com/jobs/view/senior-net-developer-at-petadata-4456384376,N/A,,,,,,new,"20 hours ago ... Write clean, maintainable, and well-documented code following best practices ... .NET Architect. V Group Inc. Albany, NY 2 weeks ago. C# Systems Developer. C#"
JOB-2026-08-20-172141-022,2026-08-20T17:22:17+00:00,3,main,LinkedIn,Microsoft Dynamics 365 Technical Lead/Architect (CRM),remote,yes,unknown,,linkedin,https://au.linkedin.com/jobs/view/microsoft-dynamics-365-technical-lead-architect-crm-at-cipher-recruitment-4453477735,N/A,,,,,,new,"22 hours ago ... ... Architect / .NET Application Development / Website Development. Sydney CBD ... CRM Solutions Architect (Australia | Remote). Huble. Sydney, New South"
JOB-2026-08-20-172141-023,2026-08-20T17:22:29+00:00,3,post,Unknown,#hiringnow #immediatehiring #walkininterview #ahmedabadjobs # ...,gulf,unknown,unknown,,linkedin,https://www.linkedin.com/posts/prerna-bhagat-73a221139_hiringnow-immediatehiring-walkininterview-activity-7495432925753065472-pDGg,N/A,,,,,,new,2 days ago · 🚀 Immediate Hiring | Full-Stack Developers (.NET + Angular) | Ahmedabad | Walk-In Drive: 18th - 21st August 🚀 Are you a passionate Full-Stack Developer eager to build m... 2 days ago · Ap...
JOB-2026-08-20-172141-024,2026-08-20T17:22:44+00:00,3,main,Native Software Developer | Job in Egypt,AI,gulf,unknown,unknown,,gulftalent,http://www.gulftalent.com/egypt/jobs/ai-native-software-developer-623638,N/A,,,,,,new,"13 hours ago — We're looking for a developer who can do impressive work end-to-end – from idea to shipped, working software – using AI as a system, not as a chat window.Read more"
JOB-2026-08-20-172141-025,2026-08-20T17:22:46+00:00,3,main,"Job in Abu Dhabi, UAE",Low Latency C++ Engineer,gulf,unknown,unknown,,gulftalent,https://www.gulftalent.com/uae/jobs/low-latency-c-engineer-621939,N/A,,,,,,new,Job Description. Our software engineers are focused on developing innovative platforms and systems that drive our trading and research efforts.
JOB-2026-08-20-172141-026,2026-08-20T17:22:58+00:00,4,main,Ci&t,Remote [Job -26953] Senior Full Stack Developer (React/.Net),remote,yes,unknown,,weworkremotely,https://weworkremotely.com/remote-jobs/ci-t-job-26953-senior-full-stack-developer-react-net,N/A,,,,,,new,"we work remotely
we work remotely

# [Job -26953] Senior Full Stack Developer (React/.Net)

Posted 19 hours ago

### Ci&t Star Icon

Star Icon

Jobs posted: 3

## About the job

No forms. Just smart, ..."
JOB-2026-08-20-172141-027,2026-08-20T17:22:59+00:00,4,main,Proxify AB,Remote Senior Sharepoint Developer,remote,yes,unknown,,weworkremotely,https://weworkremotely.com/remote-jobs/proxify-ab-senior-sharepoint-developer-6,N/A,,,,,,new,"ClickUp JobDetails promoted banner

PRODUCTIVITY

### Replace All Your Work Tools

All your tasks, docs, chat, and AI in one place.

ClickUp JobDetails logo

Promoted

## Related Jobs Remote All Other..."
JOB-2026-08-20-172141-028,2026-08-20T17:23:10+00:00,4,main,Unknown,Backend Engineer (.NET) (f/m/d),remote,unknown,unknown,docker,google,https://job-boards.greenhouse.io/apaleo/jobs/7863138003,N/A,,,,,,new,"Implement and extend backend services for the platform using .NET 10 running in Docker containers. Develop features end-to-end, from database"
JOB-2026-08-20-172141-029,2026-08-20T17:23:10+00:00,4,main,Unknown,(1535) Staff Backend Engineer (.NET),remote,unknown,unknown,azure,google,https://job-boards.greenhouse.io/nortal/jobs/5211528007,N/A,,,,,,new,"As a Staff Backend Engineer (.NET), you will help shape our newer cloud-native web application running on Azure, architecting complex distributed systems,"
JOB-2026-08-20-172141-030,2026-08-20T17:23:10+00:00,3,main,Backend | Schuberg Philis,Mission Critical Software Engineer,remote,unknown,unknown,,google,https://boards.greenhouse.io/schubergphilis/jobs/7779730003,N/A,,,,,,new,"## /Who you are

You're not just a specialist: you take responsibility for the whole. You think in systems and not only in code. You know how your work behaves in production and care about making it r..."
JOB-2026-08-20-172141-031,2026-08-20T17:23:11+00:00,3,main,".Net Developer, Sr",Jobgether,remote,unknown,unknown,,google,https://jobs.lever.co/jobgether/6e852ca3-6e95-4dce-897f-38357c93a145/apply,N/A,,,,,,new,"We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses"
JOB-2026-08-20-172141-032,2026-08-20T17:23:13+00:00,4,main,Myworkdayjobs.com,Apply,remote,unknown,unknown,".net core, entity framework",google,https://pwc.wd3.myworkdayjobs.com/en-US/Global_Experienced_Careers/job/IN-Senior-Associate-NET-Full-Stack-GCC-Advisory-Bangalore_752251WD-1,N/A,,,,,,new,"We are looking for a seasoned .Net Full Stack Developer Responsibilities: ASP.NET MVC, .NET Core, Entity Framework, SQL, and C# with LINQ, Field of Study"
JOB-2026-08-20-172141-033,2026-08-20T17:23:14+00:00,4,main,Stack Developer,Engineer II – Application Engineer & .NET Full,remote,unknown,unknown,"asp.net core, .net core",google,https://td.wd3.myworkdayjobs.com/TD_Bank_Careers/job/Engineer-II---Application-Engineer---NET-Full-Stack-Developer_R_1502960,N/A,,,,,,new,"Provides deep technical expertise across: (1) .NET full-stack development — C#, ASP.NET Core Web APIs, and modern front-end frameworks (e.g., React/TypeScript)"
JOB-2026-08-20-172141-034,2026-08-20T17:23:27+00:00,4,freelance,Unknown,اعادة تصميم موقع لمصنع طبي,arabic,unknown,unknown,.net core,mostaql,https://mostaql.com/project/1270211-%D8%A7%D8%B9%D8%A7%D8%AF%D8%A9-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%85%D8%B5%D9%86%D8%B9-%D8%B7%D8%A8%D9%8A,N/A,,,,,,new,مرحبا انا الشيخ مطور مواقع متكامل fullstack وقد بنيت العديد من المواقع باستخدام asp .net core api و react يمكنني بناء الموقع لك باحدث التقنيات و يكون سريع ومتجا
JOB-2026-08-20-172141-035,2026-08-20T17:23:41+00:00,3,oss,main · 0xNyk/awesome,awesome-hermes-agent/README.md,open-source,unknown,unknown,"docker, rest api",github,https://github.com/0xNyk/awesome-hermes-agent/blob/main/README.md,N/A,,,,,,new,[beta] honcho-self-hosted by elkimek - Self-hosted Honcho memory backend setup for Hermes. Useful when you need stronger cross-session memory behavior with local control. [...] [production] camofox-br...
JOB-2026-08-20-172141-036,2026-08-20T17:23:42+00:00,3,oss,main · sanand0/til,til/til.md,open-source,unknown,unknown,docker,github,https://github.com/sanand0/til/blob/main/til.md,N/A,,,,,,new,"Cline.bot is another Cursor-like open source AI code editor that's a VS Code plugin.
       When coding with LLMs, a useful workflow is: data schema ➡️ interfaces ➡️ LLM-generated test cases ➡️ code.
..."
JOB-2026-08-20-172141-037,2026-08-20T17:23:43+00:00,3,main,Unknown,DeepSeek Harness developer preview,remote,unknown,unknown,,news.ycombinator,https://news.ycombinator.com/item?id=49285244,N/A,,,,,,new,you see Pelicans on their screens? reply Image 4) Basically never? Unless it's purely for fun and meme I guess. reply Image 5) Sorry for the off topic question. You've been on hn a long time + work at...
